"2024/04/03 23:41:02	valid
時間割番号	科目区分	時間割名	曜日時限	教員名	対象学生	適正人数	全登録数	優先指定	第１希望	第２希望	第３希望	第４希望	第５希望
74958.001	ＧＳ言語科目	初級２－３A	水1	苗田　敏美	融合学域・国際学類で日本語能力を要件としない入学者選抜試験により入学した外国人留学生限定	15	0	0	0	0	0	0	0
74959.001	ＧＳ言語科目	初級２－４A	金1	山中　里紗	融合学域・国際学類で日本語能力を要件としない入学者選抜試験により入学した外国人留学生限定	15	0	0	0	0	0	0	0
74964.001	ＧＳ言語科目	中級聴解A	火1	鶴町　佳子	融合学域・国際学類で日本語能力を要件としない入学者選抜試験により入学した外国人留学生および融合学域の３年次編入学生で日本語能力がN2レベルの外国人留学生限定	15	0	0	0	0	0	0	0
74966.001	ＧＳ言語科目	中上級聴解A	金1	小島　莊一	融合学域・国際学類で日本語能力を要件としない入学者選抜試験により入学した外国人留学生および融合学域の３年次編入学生で日本語能力がN2レベルの外国人留学生限定	15	0	0	0	0	0	0	0
74968.001	ＧＳ言語科目	速読A	月1	太田　亨	融合学域・国際学類で日本語能力を要件としない入学者選抜試験により入学した外国人留学生および融合学域の３年次編入学生で日本語能力がN2レベルの外国人留学生限定	15	0	0	0	0	0	0	0
74970.001	ＧＳ言語科目	中級作文A	木2	深川　美帆	融合学域・国際学類で日本語能力を要件としない入学者選抜試験により入学した外国人留学生および融合学域の３年次編入学生で日本語能力がN2レベルの外国人留学生限定	15	0	0	0	0	0	0	0
74972.001	ＧＳ言語科目	中上級作文A	月2	星　摩美	融合学域・国際学類で日本語能力を要件としない入学者選抜試験により入学した外国人留学生および融合学域の３年次編入学生で日本語能力がN2レベルの外国人留学生限定	15	0	0	0	0	0	0	0
74978.001	ＧＳ言語科目	漢字・語彙１A	木2	山中　里紗	融合学域・国際学類で日本語能力を要件としない入学者選抜試験により入学した外国人留学生限定	15	0	0	0	0	0	0	0
74980.001	ＧＳ言語科目	漢字・語彙２A	木2	田中　由紀子	融合学域・国際学類で日本語能力を要件としない入学者選抜試験により入学した外国人留学生限定	15	0	0	0	0	0	0	0
74982.001	ＧＳ言語科目	漢字・語彙３A	木1	山中　里紗	融合学域・国際学類で日本語能力を要件としない入学者選抜試験により入学した外国人留学生および融合学域の３年次編入学生で日本語能力がN2レベルの外国人留学生限定	15	0	0	0	0	0	0	0
74984.001	ＧＳ言語科目	漢字・語彙４A	木1	河内　由紀子	融合学域・国際学類で日本語能力を要件としない入学者選抜試験により入学した外国人留学生および融合学域の３年次編入学生で日本語能力がN2レベルの外国人留学生限定	15	0	0	0	0	0	0	0
74986.001	ＧＳ言語科目	漢字・語彙５A	木2	河内　由紀子	融合学域・国際学類で日本語能力を要件としない入学者選抜試験により入学した外国人留学生および融合学域の３年次編入学生で日本語能力がN2レベルの外国人留学生限定	15	0	0	0	0	0	0	0
74990.001	ＧＳ言語科目	中級会話Ａ	水2	鶴町　佳子	融合学域・国際学類で日本語能力を要件としない入学者選抜試験により入学した外国人留学生および融合学域の３年次編入学生で日本語能力がN2レベルの外国人留学生限定	15	0	0	0	0	0	0	0
74992.001	ＧＳ言語科目	中上級会話Ａ	水2	岡本　さや子	融合学域・国際学類で日本語能力を要件としない入学者選抜試験により入学した外国人留学生および融合学域の３年次編入学生で日本語能力がN2レベルの外国人留学生限定	15	0	0	0	0	0	0	0
74A01.101	ＧＳ科目	地域社会と文化人類学	火2	大澤　隆将	全学生（共通教育科目に係る卒業要件未充足の2年以上優先）	99	57	7	30	17	8	2	0
74A01.102	ＧＳ科目	地域社会と文化人類学	水5	大澤　隆将	全学生（共通教育科目に係る卒業要件未充足の2年以上優先）	99	90	25	72	17	1	0	0
74A01.103	ＧＳ科目	地域社会と文化人類学（英語クラス）	木2	大澤　隆将	全学生（共通教育科目に係る卒業要件未充足の2年以上優先）	25	41	4	15	13	9	4	0
74A01.104	ＧＳ科目	地域社会と文化人類学	金5	大澤　隆将	全学生（共通教育科目に係る卒業要件未充足の2年以上優先）	99	87	22	87	0	0	0	0
74B00a.101	ＧＳ科目	日本史・日本文化	火2	小林　信介	全学生（共通教育科目に係る卒業要件未充足の2年以上優先）	90	166	67	111	33	15	4	3
74C00a.101	ＧＳ科目	異文化間コミュニケーション	月2	小林　恵美子	全学生（共通教育科目に係る卒業要件未充足の2年以上優先）	60	193	74	135	42	16	0	0
74C00a.102	ＧＳ科目	異文化間コミュニケーション	月3	小林　恵美子	全学生（共通教育科目に係る卒業要件未充足の2年以上優先）	60	151	52	78	43	21	4	5
74C00a.103	ＧＳ科目	異文化間コミュニケーション	月5	小林　恵美子	全学生（共通教育科目に係る卒業要件未充足の2年以上優先）	60	177	48	133	42	2	0	0
74C00a.104	ＧＳ科目	異文化間コミュニケーション	火2	小林　恵美子	全学生（共通教育科目に係る卒業要件未充足の2年以上優先）	60	134	40	77	29	17	8	3
74C00a.105	ＧＳ科目	異文化間コミュニケーション	水4	岸田　由美	全学生（共通教育科目に係る卒業要件未充足の2年以上優先）	60	261	88	152	76	22	9	2
74E01.101	ＧＳ科目	グローバル時代の国際協力（英語クラス）	火1	渡辺　敦子	全学生（共通教育科目に係る卒業要件未充足の2年以上優先）	40	77	10	48	27	2	0	0
74E01.102	ＧＳ科目	グローバル時代の国際協力	火3	渡辺　敦子	全学生（共通教育科目に係る卒業要件未充足の2年以上優先）	85	163	47	92	35	30	5	1
74E01.103	ＧＳ科目	グローバル時代の国際協力	木2	渡辺　敦子	全学生（共通教育科目に係る卒業要件未充足の2年以上優先）	80	201	56	123	63	13	2	0
74E01.104	ＧＳ科目	グローバル時代の国際協力	木4	渡辺　敦子	全学生（共通教育科目に係る卒業要件未充足の2年以上優先）	80	199	24	84	81	24	7	3
74F00a.101	ＧＳ科目	グローバル社会と地域の課題	水4	井出　明	全学生（共通教育科目に係る卒業要件未充足の2年以上優先）	99	87	9	46	25	9	6	1
74F00a.102	ＧＳ科目	グローバル社会と地域の課題	木3	井出　明	全学生（共通教育科目に係る卒業要件未充足の2年以上優先）	99	118	11	58	30	21	7	2
74F00a.103	ＧＳ科目	グローバル社会と地域の課題	木4	井出　明	全学生（共通教育科目に係る卒業要件未充足の2年以上優先）	99	73	5	28	25	15	4	1
74F00a.104	ＧＳ科目	グローバル社会と地域の課題（英語クラス）	水5	井出　明	全学生（共通教育科目に係る卒業要件未充足の2年以上優先）	99	14	1	10	2	2	0	0
75A10a.101	ＧＳ科目	科学技術と科学方法論	火2	垣内　康孝	全学生（共通教育科目に係る卒業要件未充足の2年以上優先）	72	162	52	97	45	14	4	2
75A10a.102	ＧＳ科目	科学技術と科学方法論	水3	垣内　康孝	全学生（共通教育科目に係る卒業要件未充足の2年以上優先）	96	358	102	211	107	34	6	0
75A10a.103	ＧＳ科目??科学技術と科学方法論??木4	垣内　康孝	全学生（共通教育科目に係る卒業要件未充足の2年以上優先）	96	334	95	181	108	32	12	1
75B10a.101	ＧＳ科目	統計学から未来を見る（英語クラス）	水3	松浦　義昭	全学生（共通教育科目に係る卒業要件未充足の2年以上優先）	10	73	13	28	22	19	4	0
75B10a.102	ＧＳ科目	統計学から未来を見る（英語クラス）	水4	松浦　義昭	全学生（共通教育科目に係る卒業要件未充足の2年以上優先）	10	44	9	21	14	5	3	1
75B10a.103	ＧＳ科目	統計学から未来を見る（英語クラス）	木1	松浦　義昭	全学生（共通教育科目に係る卒業要件未充足の2年以上優先）	10	27	9	26	1	0	0	0
75B10a.104	ＧＳ科目	統計学から未来を見る（英語クラス）	木2	松浦　義昭	全学生（共通教育科目に係る卒業要件未充足の2年以上優先）	10	29	3	12	13	4	0	0
75D20a.101	ＧＳ科目	環境学とＥＳＤ	火4	河内　幾帆	全学生（共通教育科目に係る卒業要件未充足の2年以上優先）	50	298	91	155	85	40	11	7
75D20a.102	ＧＳ科目	環境学とＥＳＤ	水3	河内　幾帆	全学生（共通教育科目に係る卒業要件未充足の2年以上優先）	50	339	87	174	110	48	6	1
75D20a.103	ＧＳ科目	環境学とＥＳＤ	月2	花本　征也	全学生（共通教育科目に係る卒業要件未充足の2年以上優先）	65	166	56	101	51	11	3	0
75E20a.101	ＧＳ科目	生活と社会保障	木1	森山　治	全学生（共通教育科目に係る卒業要件未充足の2年以上優先）	90	62	9	55	6	1	0	0
75E20a.102	ＧＳ科目	生活と社会保障	木2	森山　治	全学生（共通教育科目に係る卒業要件未充足の2年以上優先）	90	189	22	98	57	29	2	3
75E20a.103	ＧＳ科目	生活と社会保障	水5	村上　慎司	全学生（地域創造学類1年及び共通教育科目に係る卒業要件未充足の2年以上優先）	90	95	9	85	8	1	1	0
75E20a.104	ＧＳ科目	生活と社会保障	火3	陳  萍	全学生（共通教育科目に係る卒業要件未充足の2年以上優先）	99	97	14	29	40	16	9	3
75E20a.105	ＧＳ科目	生活と社会保障	火4	陳  萍	全学生（共通教育科目に係る卒業要件未充足の2年以上優先）	99	164	19	50	58	42	10	4
75E20a.106	ＧＳ科目	生活と社会保障	火5	陳  萍	全学生（共通教育科目に係る卒業要件未充足の2年以上優先）	66	69	7	55	14	0	0	0
75F21.101	ＧＳ科目	現代社会と人権	火2	飯田　玲子	全学生（共通教育科目に係る卒業要件未充足の2年以上優先）	99	52	4	15	22	9	6	0
75F21.102	ＧＳ科目	現代社会と人権	火3	飯田　玲子	全学生（共通教育科目に係る卒業要件未充足の2年以上優先）	99	119	15	42	39	22	8	8
75F21.103	ＧＳ科目	現代社会と人権	水2	飯田　玲子	全学生（共通教育科目に係る卒業要件未充足の2年以上優先）	99	143	20	83	36	18	4	2
75F21.104	ＧＳ科目	現代社会と人権	木2	飯田　玲子	全学生（共通教育科目に係る卒業要件未充足の2年以上優先）	99	165	23	91	47	14	12	1
75F21.105	ＧＳ科目	現代社会と人権	木5	飯田　玲子	全学生（共通教育科目に係る卒業要件未充足の2年以上優先）	99	127	8	74	53	0	0	0
76201.01	自由履修科目	ゼミ／漢文史料読解Ａ	金5	古畑　徹	全学生（2019年度以前入学者履修登録用）	30	0	0	0	0	0	0	0
76A10a.101	ＧＳ科目	インテグレーテッド科学（物理の世界）	木2	藤間　崇	全学生（共通教育科目に係る卒業要件未充足の2年以上優先）	80	189	119	169	13	6	1	0
76A10a.102	ＧＳ科目	インテグレーテッド科学（物理の世界）	金2	藤間　崇	全学生（共通教育科目に係る卒業要件未充足の2年以上優先）	50	419	205	331	68	20	0	0
76A10b.101	ＧＳ科目	インテグレーテッド科学（化学の世界）	月2	前多　肇	全学生（1年及び共通教育科目に係る卒業要件未充足の2年以上優先）	60	162	80	130	22	7	3	0
76A10b.102	ＧＳ科目	インテグレーテッド科学（化学の世界）	火1	三橋　了爾	全学生（共通教育科目に係る卒業要件未充足の2年以上優先）	90	93	15	61	29	3	0	0
76A10b.103	ＧＳ科目	インテグレーテッド科学（化学の世界）	火3	三橋　了爾	全学生（共通教育科目に係る卒業要件未充足の2年以上優先）	90	116	29	53	44	14	4	1
76B10.101	ＧＳ科目	AI入門	月1	八柳　祐一	全学生（共通教育科目に係る卒業要件未充足の2年以上優先）	95	391	194	325	66	0	0	0
76B10.102	ＧＳ科目	AI入門	月3	八柳　祐一	全学生（共通教育科目に係る卒業要件未充足の2年以上優先）	95	432	279	357	48	17	9	1
76B10.103	ＧＳ科目	AI入門	火1	八柳　祐一	全学生（共通教育科目に係る卒業要件未充足の2年以上優先）	95	357	177	326	30	0	1	0
76B10.104	ＧＳ科目	AI入門	火3	八柳　祐一	全学生（共通教育科目に係る卒業要件未充足の2年以上優先）	95	511	304	381	91	27	9	3
76C10.101	ＧＳ科目	情報の科学	火3	WENG WEI	全学生（共通教育科目に係る卒業要件未充足の2年以上優先）	70	335	158	200	103	22	7	3
76C10.102	ＧＳ科目	情報の科学	火4	WENG WEI	全学生（共通教育科目に係る卒業要件未充足の2年以上優先）	70	411	196	293	60	32	19	7
76C10.103	ＧＳ科目	情報の科学	金3	WENG WEI	全学生（共通教育科目に係る卒業要件未充足の2年以上優先）	70	490	200	421	55	14	0	0
76C10.104	ＧＳ科目	情報の科学	金4	WENG WEI	全学生（共通教育科目に係る卒業要件未充足の2年以上優先）	70	319	152	277	28	14	0	0
76D10.101	ＧＳ科目	デザイン思考入門	火2	秋田　純一	全学生（共通教育科目に係る卒業要件未充足の2年以上優先）	100	277	161	232	22	12	5	6
76D10.102	ＧＳ科目	デザイン思考入門	月3	林　透	全学生（共通教育科目に係る卒業要件未充足の2年以上優先）	60	271	138	183	69	10	5	4
76D10.103	ＧＳ科目	デザイン思考入門	木5	山下　貴弘	全学生（共通教育科目に係る卒業要件未充足の2年以上優先）	60	306	121	288	18	0	0	0
76E10a.101	ＧＳ科目	論理学と数学の基礎（論理学から見る世界）	火3	黒川　英徳	全学生（共通教育科目に係る卒業要件未充足の2年以上優先）	75	133	32	62	43	25	3	0
76E10a.102	ＧＳ科目	論理学と数学の基礎（論理学から見る世界）	火5	黒川　英徳	全学生（共通教育科目に係る卒業要件未充足の2年以上優先）	75	92	22	83	9	0	0	0
76E10b.101	ＧＳ科目	論理学と数学の基礎（数学的発想法）	木4	川越　謙一	全学生（共通教育科目に係る卒業要件未充足の2年以上優先）	87	392	195	300	59	23	9	1
77619	自由履修科目	AIと社会情動学習（SEL）	水3	堤　敦朗	全学生	15	21	6	13	7	0	0	1
77621.01	自由履修科目	英語学術リテラシー科目(Presentation)	火3	RUNNER JACOB WAYNE	全学生（2023年度以前入学者）	20	2	0	2	0	0	0	0
77622.01	自由履修科目	英語学術リテラシー科目(Interaction)	火5	大藪　加奈	全学生（2023年度以前入学者）	20	17	7	17	0	0	0	0
77623.01	自由履修科目	英語学術リテラシー科目(English for STEM)	木4	山村　公恵	全学生（2023年度以前入学者）	20	4	0	3	0	1	0	0
77624.01	自由履修科目	英語学術リテラシー科目(Science and Society)	月5	EBNOU MALAININE	全学生（2023年度以前入学者）	20	5	2	4	1	0	0	0
77625.01	自由履修科目	英語学術リテラシー科目(Reading and Discussion)	水3	BROWN DALE COLIN	全学生（2023年度以前入学者）	20	4	1	4	0	0	0	0
77627	自由履修科目	『生と死の倫理』について	水4	小田桐　拓志	全学生	50	29	5	19	6	1	2	1
77630	自由履修科目	考古学実習１	金3〜4	足立　拓朗	全学生	40	4	1	4	0	0	0	0
77634	自由履修科目	考古学実習A	金3〜4	足立　拓朗	全学生	40	1	0	1	0	0	0	0
"
